1; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyYellow, 0]; [EnemyYellow, 0]; 125
5; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyRed, 1]; 175
6; [EnemyRed, 0]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyOrange, 0]; 125
7; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyOrange, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyPurple, 1]; 75
8; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; 145
9; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyBlue, 0]; 205
10; [EnemyOrange, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyYellow, 1]; 140
11; [EnemyBlue, 0]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyBlue, 1]; 60
12; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyOrange, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyGreen, 1]; [EnemyBlue, 1]; 185
13; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyYellow, 1]; [EnemyBlue, 1]; [EnemyPurple, 0]; [EnemyOrange, 1]; [EnemyOrange, 1]; 130
14; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyGreen, 1]; 125
15; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyPurple, 0]; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyYellow, 1]; 225
16; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyPurple, 0]; 60
17; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyPurple, 0]; 170
18; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyGreen, 1]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyYellow, 0]; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyBlue, 1]; 130
19; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyBlue, 1]; 140
20; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; 140
21; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyBlue, 1]; 180
22; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; 105
23; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyBlue, 1]; 130
24; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyRed, 1]; 35
25; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyBlue, 1]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyGreen, 0]; 180
26; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyPurple, 1]; 75
27; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyPurple, 0]; [EnemyBlue, 1]; 20
28; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyGreen, 1]; 35
29; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyRed, 0]; [EnemyYellow, 0]; 145
30; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; 145

1; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyYellow, 0]; 110
2; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyPurple, 0]; 150
3; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyGreen, 1]; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyPurple, 0]; [EnemyPurple, 1]; 165
4; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; 135
5; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyBlue, 0]; 25
6; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyBlue, 1]; 55
7; [EnemyOrange, 1]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyYellow, 0]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyBlue, 1]; 70
8; [EnemyGreen, 1]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyPurple, 0]; 100
9; [EnemyBlue, 0]; [EnemyRed, 1]; [EnemyOrange, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyRed, 1]; 175
10; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyGreen, 0]; 65
11; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyYellow, 1]; 190
12; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyOrange, 1]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyGreen, 1]; 45
13; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyBlue, 0]; [EnemyPurple, 1]; 95
14; [EnemyOrange, 1]; [EnemyYellow, 0]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyBlue, 1]; 45
15; [EnemyBlue, 1]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyRed, 1]; 155
16; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; 230
17; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyBlue, 0]; 165
18; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; 140
19; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyRed, 0]; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyPurple, 1]; 120
20; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyOrange, 1]; [EnemyPurple, 0]; 105
21; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyRed, 1]; [EnemyYellow, 1]; 130
22; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyRed, 0]; 145
23; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyYellow, 0]; 145
24; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyGreen, 1]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyGreen, 0]; 170
25; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyYellow, 1]; [EnemyBlue, 0]; 55
26; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyGreen, 0]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyGreen, 1]; [EnemyGreen, 1]; 110
27; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyYellow, 1]; 50
28; [EnemyRed, 1]; [EnemyBlue, 0]; [EnemyPurple, 0]; [EnemyRed, 0]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyPurple, 1]; 140
29; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyPurple, 1]; 100
30; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyRed, 0]; [EnemyBlue, 1]; [EnemyRed, 0]; 180

1; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyRed, 1]; [EnemyGreen, 1]; 100
2; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; 245
3; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; 15
4; [EnemyBlue, 0]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyGreen, 1]; [EnemyYellow, 0]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyRed, 1]; 90
5; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyOrange, 0]; 105
6; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyPurple, 0]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyYellow, 0]; 125
7; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyRed, 0]; [EnemyBlue, 1]; 150
8; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyRed, 1]; [EnemyRed, 1]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyOrange, 0]; 115
9; [EnemyBlue, 1]; [EnemyBlue, 1]; [EnemyBlue, 1]; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyRed, 1]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyGreen, 0]; 220
10; [EnemyOrange, 1]; [EnemyBlue, 1]; [EnemyRed, 1]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyRed, 0]; 170
11; [EnemyGreen, 1]; [EnemyPurple, 0]; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyPurple, 1]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyRed, 1]; 130
12; [EnemyOrange, 1]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyGreen, 0]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyYellow, 0]; 150
13; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; 195
14; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyYellow, 0]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyRed, 0]; [EnemyBlue, 0]; 115
15; [EnemyBlue, 1]; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyYellow, 1]; [EnemyYellow, 1]; [EnemyBlue, 0]; 150
16; [EnemyGreen, 1]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyBlue, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyOrange, 1]; 70
17; [EnemyRed, 0]; [EnemyGreen, 0]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyRed, 1]; [EnemyPurple, 0]; 215
18; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyOrange, 0]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyBlue, 0]; 35
19; [EnemyBlue, 0]; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyGreen, 0]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyBlue, 0]; [EnemyOrange, 1]; [EnemyBlue, 0]; [EnemyYellow, 0]; [EnemyOrange, 0]; [EnemyYellow, 1]; 355
20; [EnemyOrange, 0]; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyYellow, 0]; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyRed, 1]; 105
21; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyYellow, 0]; 130
22; [EnemyOrange, 1]; [EnemyGreen, 0]; [EnemyOrange, 1]; [EnemyPurple, 1]; [EnemyRed, 1]; [EnemyOrange, 0]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyGreen, 1]; [EnemyYellow, 1]; [EnemyYellow, 0]; [EnemyYellow, 1]; 65
23; [EnemyBlue, 1]; [EnemyPurple, 1]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyBlue, 0]; [EnemyBlue, 0]; 195
24; [EnemyGreen, 1]; [EnemyRed, 1]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyPurple, 0]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyRed, 0]; 215
25; [EnemyYellow, 0]; [EnemyOrange, 1]; [EnemyRed, 0]; [EnemyRed, 1]; [EnemyRed, 0]; [EnemyPurple, 1]; [EnemyGreen, 1]; [EnemyBlue, 1]; [EnemyGreen, 0]; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyRed, 0]; 80
26; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyPurple, 1]; [EnemyYellow, 1]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyPurple, 1]; 90
27; [EnemyYellow, 1]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyBlue, 1]; [EnemyOrange, 0]; [EnemyPurple, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyOrange, 0]; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyBlue, 1]; 60
28; [EnemyYellow, 1]; [EnemyRed, 0]; [EnemyPurple, 0]; [EnemyGreen, 0]; [EnemyRed, 0]; [EnemyRed, 0]; [EnemyYellow, 0]; [EnemyBlue, 0]; [EnemyBlue, 1]; [EnemyOrange, 1]; [EnemyGreen, 1]; [EnemyGreen, 0]; 110
29; [EnemyBlue, 1]; [EnemyPurple, 1]; [EnemyPurple, 0]; [EnemyOrange, 1]; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyPurple, 1]; [EnemyOrange, 0]; [EnemyOrange, 1]; [EnemyOrange, 1]; [EnemyRed, 0]; [EnemyRed, 0]; 165
30; [EnemyBlue, 1]; [EnemyYellow, 1]; [EnemyGreen, 0]; [EnemyYellow, 1]; [EnemyPurple, 0]; [EnemyYellow, 1]; [EnemyGreen, 1]; [EnemyGreen, 0]; [EnemyGreen, 0]; [EnemyPurple, 1]; [EnemyBlue, 0]; [EnemyGreen, 0]; 255

